procedureschoice=alcapa_repair,procedureschoice=anomalous_systemic_venous_drainage_repair,procedureschoice=aortic_root_translocation,procedureschoice=aortic_valve_repair,procedureschoice=aorto-pulmonary_window_repair,procedureschoice=arcapa_repair,procedureschoice=arch_repair,procedureschoice=arch_replacement,procedureschoice=arterial_switch,procedureschoice=ascending_aortic_replacement,procedureschoice=asd_closure,procedureschoice=atrial_septectomy,procedureschoice=atrial_switchmustard,procedureschoice=atrial_switchsenning,procedureschoice=av_canal_repaircomplete,procedureschoice=av_canal_repairpartial,procedureschoice=av_canal_repairtransitional,procedureschoice=avrmechanical,procedureschoice=avrstented_bioprosthesis,procedureschoice=bentall,procedureschoice=cabg,procedureschoice=cardiac_massother_than_myxoma,procedureschoice=central_shunt,procedureschoice=chest_closure,procedureschoice=chest_explorationtrauma,procedureschoice=coarctectomy_with_extended_end-to-end_anastomosis,procedureschoice=cor-triatriatum_repair,procedureschoice=coronary_av_fistula_repair,procedureschoice=coronary_detunneling,procedureschoice=debanding,procedureschoice=dks,procedureschoice=double_switch,procedureschoice=ecmo_mechanical_support,procedureschoice=ent,procedureschoice=evacuation_of_pericardial_collection,procedureschoice=excision_of_la_myxoma,procedureschoice=exploration_for_bleeding,procedureschoice=extra-anatomical_bypass_of_coa,procedureschoice=fallot_repair,"procedureschoice=first_stage_switchpab,_bts",procedureschoice=fontan,procedureschoice=freestyle,procedureschoice=general_surgery,procedureschoice=glenn,procedureschoice=homograft_aortic_root_replacement,procedureschoice=lpa_reconstruction,procedureschoice=lvad,procedureschoice=maze_procedure,procedureschoice=mbt_shunt,procedureschoice=mitral_valve_repair,procedureschoice=mpa_reconstruction,procedureschoice=mvrmechanical,procedureschoice=mvrstented_bioprosthesis,procedureschoice=myectomy,procedureschoice=neurosurgery,procedureschoice=norwood,procedureschoice=opcab,procedureschoice=other,procedureschoice=other_cardiac_surgery,procedureschoice=other_non-cardiac_surgery,procedureschoice=pa_banding,procedureschoice=papvc_repair,procedureschoice=pda_closure,procedureschoice=permanent_epicardial_pacemaker,procedureschoice=plastic_surgery,procedureschoice=plication_of_diaphragm,procedureschoice=pulmonary_end-arterectomy,procedureschoice=pulmonary_trans-annular_patch,procedureschoice=pulmonary_valve_replacementfreestyle,procedureschoice=pulmonary_valve_replacementhomograft,procedureschoice=pulmonary_valve_replacementstented_bioprosthesis,procedureschoice=pulmonary_valvotomy,procedureschoice=rastelli,procedureschoice=relief_of_rvoto,procedureschoice=removal_repositioning_of_vad_driveline,procedureschoice=resection_of_subaortic_membrane,procedureschoice=rev,procedureschoice=rewiring,procedureschoice=ross,procedureschoice=rpa_reconstruction,procedureschoice=rupture_sinus_of_valsalva_repair,procedureschoice=rv-pa_conduit,procedureschoice=rvad,procedureschoice=rvot_patch,procedureschoice=supravalvular_as_repair,procedureschoice=surgery_for_emf,procedureschoice=tapvc_repaircardiac,procedureschoice=tapvc_repairinfra_cardiac,procedureschoice=tapvc_repairsupra_cardiac,procedureschoice=tavi,procedureschoice=tracheostomy,procedureschoice=tricuspid_valve_repair,procedureschoice=truncus_arteriosus_repair,procedureschoice=tvrmechanical,procedureschoice=tvrstented_bioprosthesis,procedureschoice=valve-sparing_aortic_root_replacement,procedureschoice=vascular_ring_repair,procedureschoice=vascular_surgery,procedureschoice=vsd_closure,procedureschoice=wound_debridement,date
34.0,7.0,0.0,91.0,10.0,1.0,97.0,16.0,401.0,55.0,169.0,80.0,76.0,0.0,65.0,66.0,23.0,105.0,44.0,7.0,646.0,10.0,8.0,110.0,15.0,101.0,9.0,5.0,7.0,4.0,3.0,0.0,13.0,9.0,48.0,11.0,149.0,1.0,271.0,15.0,0.0,274.0,5.0,112.0,6.0,36.0,32.0,76.0,137.0,641.0,24.0,258.0,89.0,231.0,15.0,0.0,24.0,5.0,56.0,9.0,119.0,22.0,102.0,33.0,28.0,14.0,22.0,8.0,11.0,23.0,24.0,27.0,9.0,112.0,15.0,127.0,0.0,23.0,59.0,19.0,4.0,2.0,0.0,29.0,11.0,6.0,15.0,2.0,29.0,5.0,18.0,106.0,19.0,9.0,22.0,32.0,13.0,10.0,548.0,61.0,2017-10-1
35.0,7.0,0.0,96.0,10.0,1.0,97.0,16.0,404.0,56.0,170.0,81.0,76.0,0.0,66.0,66.0,24.0,107.0,44.0,7.0,657.0,10.0,8.0,114.0,15.0,102.0,9.0,5.0,7.0,4.0,3.0,0.0,14.0,9.0,52.0,11.0,158.0,1.0,276.0,15.0,0.0,279.0,5.0,112.0,6.0,37.0,32.0,83.0,141.0,651.0,25.0,262.0,92.0,234.0,15.0,0.0,24.0,5.0,57.0,9.0,123.0,22.0,103.0,35.0,29.0,15.0,22.0,8.0,11.0,23.0,24.0,28.0,9.0,117.0,15.0,127.0,0.0,23.0,59.0,20.0,4.0,2.0,0.0,30.0,12.0,6.0,16.0,2.0,29.0,5.0,18.0,107.0,19.0,10.0,22.0,33.0,13.0,10.0,555.0,62.0,2017-11-1
38.0,7.0,0.0,98.0,10.0,1.0,98.0,16.0,411.0,57.0,176.0,81.0,76.0,0.0,67.0,67.0,24.0,107.0,45.0,7.0,666.0,10.0,9.0,120.0,15.0,103.0,9.0,5.0,7.0,4.0,3.0,0.0,19.0,9.0,55.0,11.0,165.0,1.0,278.0,15.0,0.0,283.0,5.0,114.0,6.0,37.0,32.0,84.0,146.0,660.0,26.0,266.0,97.0,234.0,15.0,0.0,24.0,6.0,57.0,9.0,124.0,23.0,107.0,37.0,29.0,15.0,22.0,8.0,12.0,23.0,24.0,28.0,9.0,119.0,15.0,127.0,0.0,23.0,59.0,20.0,4.0,2.0,0.0,30.0,12.0,6.0,16.0,2.0,29.0,6.0,19.0,108.0,20.0,11.0,22.0,33.0,14.0,10.0,559.0,64.0,2017-12-1
39.0,7.0,0.0,98.0,10.0,2.0,98.0,16.0,413.0,58.0,178.0,81.0,77.0,0.0,69.0,67.0,25.0,109.0,45.0,8.0,674.0,11.0,9.0,127.0,15.0,103.0,9.0,6.0,7.0,4.0,4.0,0.0,20.0,9.0,56.0,13.0,174.0,1.0,283.0,15.0,0.0,286.0,6.0,118.0,6.0,38.0,34.0,84.0,148.0,667.0,28.0,268.0,100.0,237.0,15.0,0.0,24.0,6.0,58.0,9.0,130.0,23.0,114.0,38.0,30.0,16.0,22.0,8.0,12.0,23.0,24.0,32.0,9.0,122.0,15.0,127.0,0.0,24.0,59.0,23.0,5.0,3.0,0.0,32.0,12.0,6.0,16.0,2.0,31.0,6.0,21.0,112.0,21.0,11.0,23.0,33.0,14.0,10.0,568.0,64.0,2018-1-1
39.0,7.0,0.0,99.0,11.0,2.0,101.0,16.0,422.0,60.0,178.0,83.0,78.0,0.0,69.0,67.0,25.0,110.0,46.0,8.0,681.0,11.0,9.0,138.0,15.0,105.0,9.0,6.0,7.0,4.0,4.0,0.0,24.0,9.0,57.0,13.0,178.0,1.0,286.0,15.0,0.0,290.0,7.0,121.0,6.0,39.0,36.0,84.0,150.0,669.0,28.0,275.0,104.0,240.0,15.0,0.0,24.0,9.0,60.0,9.0,133.0,23.0,118.0,39.0,30.0,17.0,22.0,9.0,12.0,23.0,24.0,32.0,9.0,125.0,15.0,128.0,0.0,26.0,59.0,23.0,5.0,3.0,0.0,32.0,12.0,6.0,16.0,2.0,31.0,6.0,23.0,114.0,21.0,11.0,24.0,33.0,14.0,11.0,577.0,64.0,2018-2-1
40.0,7.0,0.0,103.0,11.0,2.0,103.0,16.0,433.0,61.0,181.0,84.0,83.0,0.0,69.0,67.0,25.0,110.0,47.0,9.0,688.0,11.0,9.0,146.0,15.0,106.0,9.0,6.0,7.0,4.0,4.0,0.0,27.0,9.0,58.0,13.0,183.0,1.0,291.0,15.0,0.0,295.0,12.0,125.0,6.0,41.0,37.0,84.0,159.0,676.0,30.0,275.0,105.0,241.0,15.0,0.0,24.0,9.0,63.0,9.0,133.0,23.0,119.0,40.0,30.0,17.0,22.0,9.0,13.0,23.0,24.0,32.0,9.0,125.0,15.0,130.0,0.0,29.0,59.0,25.0,5.0,5.0,0.0,32.0,12.0,6.0,17.0,2.0,31.0,6.0,24.0,117.0,21.0,11.0,24.0,33.0,14.0,11.0,582.0,66.0,2018-3-1
41.0,7.0,0.0,106.0,11.0,2.0,104.0,16.0,445.0,61.0,186.0,88.0,86.0,0.0,69.0,68.0,25.0,110.0,49.0,9.0,698.0,12.0,9.0,155.0,15.0,107.0,9.0,6.0,7.0,4.0,4.0,0.0,29.0,9.0,58.0,14.0,185.0,1.0,296.0,15.0,0.0,299.0,12.0,130.0,6.0,41.0,39.0,84.0,161.0,682.0,30.0,282.0,105.0,244.0,15.0,0.0,24.0,9.0,67.0,9.0,137.0,25.0,124.0,40.0,30.0,18.0,22.0,9.0,13.0,23.0,24.0,32.0,9.0,127.0,15.0,133.0,0.0,33.0,60.0,25.0,5.0,7.0,0.0,35.0,12.0,6.0,17.0,2.0,31.0,6.0,24.0,122.0,22.0,11.0,25.0,33.0,14.0,11.0,589.0,68.0,2018-4-1
41.0,7.0,0.0,108.0,11.0,2.0,106.0,16.0,449.0,62.0,189.0,88.0,90.0,0.0,69.0,68.0,25.0,112.0,49.0,10.0,702.0,12.0,9.0,161.0,15.0,109.0,9.0,6.0,7.0,5.0,4.0,0.0,30.0,9.0,58.0,14.0,187.0,1.0,301.0,15.0,0.0,301.0,12.0,132.0,6.0,42.0,39.0,84.0,165.0,686.0,31.0,285.0,108.0,252.0,15.0,0.0,24.0,9.0,68.0,9.0,139.0,25.0,128.0,43.0,30.0,18.0,22.0,10.0,13.0,23.0,24.0,32.0,9.0,128.0,15.0,138.0,0.0,33.0,63.0,26.0,5.0,7.0,0.0,35.0,12.0,6.0,17.0,2.0,31.0,6.0,25.0,122.0,23.0,11.0,25.0,33.0,14.0,11.0,594.0,69.0,2018-5-1
42.0,7.0,0.0,109.0,11.0,2.0,107.0,16.0,452.0,62.0,195.0,88.0,93.0,0.0,70.0,69.0,25.0,112.0,49.0,10.0,705.0,12.0,9.0,164.0,15.0,112.0,9.0,6.0,7.0,5.0,4.0,0.0,30.0,9.0,63.0,15.0,189.0,1.0,307.0,15.0,1.0,302.0,12.0,134.0,6.0,42.0,39.0,84.0,166.0,688.0,31.0,286.0,109.0,260.0,15.0,0.0,24.0,9.0,71.0,10.0,140.0,25.0,132.0,43.0,30.0,19.0,22.0,10.0,15.0,23.0,24.0,32.0,10.0,128.0,15.0,140.0,0.0,36.0,65.0,26.0,5.0,8.0,0.0,39.0,13.0,6.0,17.0,2.0,31.0,6.0,25.0,123.0,25.0,11.0,26.0,33.0,14.0,11.0,601.0,70.0,2018-6-1
42.0,7.0,0.0,110.0,11.0,2.0,108.0,16.0,459.0,62.0,197.0,89.0,96.0,0.0,73.0,71.0,25.0,114.0,49.0,10.0,720.0,12.0,9.0,168.0,15.0,113.0,9.0,6.0,7.0,5.0,4.0,0.0,30.0,9.0,70.0,15.0,194.0,1.0,313.0,15.0,1.0,303.0,12.0,138.0,6.0,42.0,39.0,84.0,171.0,697.0,32.0,287.0,112.0,263.0,15.0,0.0,24.0,9.0,71.0,10.0,143.0,25.0,137.0,43.0,30.0,21.0,23.0,11.0,16.0,23.0,25.0,32.0,11.0,128.0,15.0,140.0,0.0,38.0,65.0,26.0,5.0,9.0,0.0,39.0,13.0,6.0,17.0,2.0,32.0,6.0,25.0,126.0,26.0,11.0,27.0,36.0,14.0,11.0,606.0,72.0,2018-7-1
42.0,7.0,0.0,111.0,11.0,2.0,110.0,17.0,467.0,63.0,198.0,90.0,99.0,0.0,73.0,72.0,25.0,114.0,49.0,10.0,727.0,12.0,9.0,174.0,15.0,114.0,9.0,6.0,8.0,5.0,4.0,0.0,31.0,9.0,71.0,15.0,195.0,1.0,317.0,15.0,1.0,303.0,12.0,140.0,6.0,42.0,39.0,84.0,172.0,698.0,32.0,288.0,113.0,273.0,15.0,0.0,24.0,9.0,73.0,10.0,144.0,25.0,139.0,45.0,30.0,21.0,23.0,11.0,17.0,23.0,26.0,32.0,12.0,128.0,15.0,141.0,0.0,40.0,70.0,26.0,5.0,9.0,0.0,40.0,13.0,6.0,17.0,2.0,32.0,6.0,26.0,130.0,26.0,11.0,27.0,36.0,14.0,11.0,611.0,72.0,2018-8-1
43.0,7.0,0.0,112.0,11.0,2.0,111.0,17.0,479.0,63.0,200.0,90.0,101.0,0.0,73.0,72.0,25.0,115.0,50.0,10.0,737.0,13.0,9.0,182.0,15.0,116.0,10.0,6.0,8.0,5.0,4.0,0.0,32.0,9.0,73.0,15.0,200.0,1.0,320.0,15.0,1.0,308.0,14.0,144.0,6.0,43.0,39.0,85.0,173.0,708.0,33.0,290.0,115.0,276.0,15.0,0.0,24.0,9.0,75.0,10.0,148.0,25.0,140.0,45.0,31.0,22.0,23.0,11.0,17.0,23.0,26.0,32.0,12.0,128.0,16.0,141.0,0.0,41.0,73.0,27.0,6.0,10.0,0.0,41.0,13.0,6.0,17.0,2.0,33.0,6.0,26.0,132.0,27.0,11.0,28.0,37.0,14.0,11.0,618.0,74.0,2018-9-1
44.0,8.0,0.0,112.0,11.0,2.0,115.0,17.0,488.0,63.0,202.0,91.0,102.0,0.0,74.0,79.0,25.0,116.0,51.0,10.0,749.0,14.0,9.0,192.0,15.0,120.0,10.0,6.0,8.0,6.0,4.0,0.0,32.0,9.0,75.0,16.0,204.0,1.0,327.0,15.0,1.0,309.0,14.0,146.0,6.0,45.0,40.0,85.0,176.0,716.0,33.0,292.0,115.0,278.0,15.0,0.0,24.0,9.0,79.0,10.0,151.0,25.0,146.0,47.0,31.0,24.0,23.0,11.0,17.0,23.0,26.0,32.0,13.0,129.0,17.0,144.0,0.0,42.0,73.0,28.0,6.0,11.0,0.0,42.0,13.0,6.0,17.0,2.0,34.0,6.0,27.0,136.0,29.0,11.0,28.0,37.0,14.0,12.0,625.0,75.0,2018-10-1
45.0,9.0,0.0,113.0,11.0,2.0,117.0,17.0,502.0,63.0,202.0,92.0,104.0,0.0,75.0,80.0,25.0,117.0,51.0,10.0,754.0,14.0,9.0,203.0,15.0,125.0,10.0,6.0,8.0,6.0,4.0,0.0,36.0,9.0,78.0,16.0,216.0,1.0,330.0,15.0,1.0,309.0,14.0,149.0,6.0,46.0,41.0,85.0,185.0,719.0,33.0,294.0,115.0,288.0,15.0,1.0,24.0,10.0,83.0,10.0,153.0,26.0,148.0,48.0,31.0,25.0,24.0,11.0,17.0,23.0,26.0,33.0,13.0,129.0,17.0,145.0,0.0,45.0,73.0,29.0,6.0,11.0,0.0,42.0,14.0,6.0,17.0,2.0,35.0,6.0,27.0,139.0,31.0,11.0,28.0,37.0,14.0,14.0,629.0,77.0,2018-11-1
45.0,9.0,0.0,116.0,11.0,2.0,118.0,17.0,510.0,63.0,206.0,92.0,105.0,0.0,76.0,82.0,25.0,117.0,51.0,10.0,760.0,14.0,9.0,211.0,15.0,130.0,10.0,6.0,8.0,6.0,4.0,1.0,37.0,9.0,79.0,16.0,223.0,2.0,334.0,15.0,1.0,310.0,14.0,150.0,6.0,46.0,42.0,85.0,189.0,728.0,34.0,299.0,115.0,289.0,15.0,2.0,24.0,10.0,89.0,10.0,154.0,26.0,153.0,54.0,31.0,27.0,24.0,11.0,18.0,23.0,26.0,36.0,13.0,130.0,18.0,148.0,0.0,46.0,73.0,29.0,6.0,13.0,0.0,44.0,14.0,6.0,18.0,2.0,35.0,6.0,27.0,142.0,32.0,11.0,28.0,37.0,14.0,14.0,644.0,79.0,2018-12-1
46.0,9.0,0.0,116.0,11.0,2.0,119.0,17.0,516.0,63.0,208.0,92.0,111.0,0.0,76.0,82.0,26.0,118.0,51.0,11.0,767.0,14.0,9.0,223.0,15.0,130.0,11.0,6.0,8.0,6.0,4.0,1.0,39.0,9.0,81.0,16.0,227.0,2.0,335.0,16.0,1.0,312.0,14.0,155.0,6.0,47.0,43.0,85.0,194.0,735.0,34.0,300.0,117.0,295.0,15.0,3.0,24.0,10.0,89.0,11.0,155.0,26.0,155.0,57.0,32.0,27.0,24.0,11.0,19.0,23.0,26.0,38.0,13.0,131.0,18.0,149.0,0.0,48.0,73.0,30.0,8.0,13.0,0.0,49.0,14.0,6.0,19.0,2.0,35.0,6.0,28.0,145.0,35.0,11.0,28.0,38.0,14.0,14.0,650.0,79.0,2019-1-1
46.0,9.0,0.0,118.0,11.0,2.0,120.0,17.0,523.0,63.0,210.0,92.0,111.0,0.0,76.0,82.0,26.0,119.0,52.0,13.0,782.0,14.0,9.0,228.0,15.0,133.0,11.0,6.0,8.0,6.0,4.0,1.0,42.0,9.0,81.0,16.0,229.0,2.0,336.0,16.0,1.0,312.0,19.0,158.0,6.0,48.0,43.0,85.0,196.0,739.0,34.0,303.0,118.0,298.0,15.0,3.0,24.0,11.0,89.0,11.0,157.0,27.0,159.0,57.0,32.0,29.0,25.0,11.0,19.0,23.0,26.0,39.0,13.0,131.0,18.0,149.0,0.0,51.0,73.0,32.0,8.0,13.0,0.0,50.0,14.0,6.0,19.0,2.0,35.0,6.0,29.0,147.0,36.0,11.0,28.0,39.0,14.0,14.0,657.0,82.0,2019-2-1
47.0,9.0,0.0,118.0,12.0,2.0,120.0,17.0,527.0,63.0,212.0,95.0,113.0,0.0,77.0,83.0,26.0,121.0,53.0,13.0,792.0,14.0,9.0,233.0,15.0,135.0,11.0,6.0,9.0,6.0,4.0,1.0,46.0,9.0,82.0,17.0,232.0,2.0,341.0,17.0,1.0,314.0,19.0,162.0,6.0,49.0,44.0,85.0,199.0,745.0,36.0,307.0,118.0,305.0,15.0,3.0,24.0,11.0,90.0,11.0,160.0,27.0,163.0,61.0,32.0,29.0,25.0,11.0,21.0,23.0,26.0,40.0,13.0,132.0,18.0,150.0,0.0,51.0,76.0,32.0,8.0,14.0,0.0,51.0,14.0,6.0,19.0,2.0,36.0,6.0,29.0,149.0,37.0,11.0,29.0,40.0,14.0,15.0,663.0,83.0,2019-3-1
48.0,9.0,0.0,119.0,12.0,2.0,123.0,17.0,535.0,63.0,214.0,96.0,113.0,0.0,77.0,83.0,26.0,122.0,54.0,13.0,806.0,15.0,9.0,241.0,15.0,135.0,11.0,6.0,9.0,6.0,4.0,1.0,52.0,9.0,82.0,17.0,235.0,2.0,343.0,17.0,1.0,315.0,19.0,164.0,6.0,51.0,45.0,85.0,202.0,749.0,36.0,310.0,122.0,307.0,15.0,3.0,24.0,11.0,91.0,11.0,161.0,27.0,166.0,64.0,32.0,30.0,25.0,11.0,21.0,23.0,26.0,41.0,13.0,133.0,18.0,151.0,0.0,52.0,76.0,32.0,8.0,14.0,0.0,52.0,14.0,6.0,19.0,2.0,36.0,6.0,30.0,152.0,37.0,11.0,29.0,41.0,14.0,17.0,665.0,87.0,2019-4-1
48.0,9.0,0.0,119.0,12.0,2.0,125.0,17.0,541.0,63.0,218.0,97.0,114.0,0.0,79.0,83.0,26.0,123.0,55.0,13.0,826.0,15.0,9.0,246.0,15.0,136.0,11.0,6.0,9.0,6.0,4.0,1.0,54.0,9.0,85.0,18.0,238.0,2.0,347.0,17.0,1.0,315.0,19.0,164.0,6.0,52.0,45.0,85.0,205.0,751.0,37.0,314.0,123.0,311.0,15.0,3.0,24.0,11.0,95.0,11.0,166.0,28.0,170.0,64.0,35.0,30.0,25.0,11.0,21.0,23.0,26.0,41.0,13.0,134.0,18.0,151.0,0.0,52.0,77.0,32.0,8.0,14.0,0.0,53.0,14.0,6.0,19.0,2.0,36.0,6.0,30.0,152.0,37.0,11.0,29.0,41.0,14.0,18.0,670.0,90.0,2019-5-1
49.0,9.0,0.0,119.0,12.0,2.0,129.0,17.0,550.0,63.0,223.0,97.0,114.0,0.0,79.0,83.0,26.0,123.0,56.0,13.0,836.0,15.0,9.0,251.0,15.0,137.0,12.0,6.0,9.0,6.0,4.0,2.0,56.0,9.0,90.0,19.0,240.0,2.0,351.0,17.0,1.0,315.0,19.0,164.0,6.0,52.0,46.0,85.0,209.0,753.0,38.0,317.0,123.0,311.0,15.0,3.0,24.0,11.0,96.0,11.0,167.0,28.0,171.0,65.0,35.0,31.0,25.0,11.0,23.0,23.0,26.0,41.0,13.0,137.0,18.0,151.0,0.0,52.0,77.0,32.0,8.0,15.0,0.0,55.0,14.0,6.0,19.0,2.0,36.0,6.0,30.0,155.0,38.0,11.0,29.0,41.0,14.0,18.0,680.0,90.0,2019-6-1
49.0,9.0,0.0,120.0,12.0,2.0,130.0,17.0,561.0,63.0,225.0,99.0,117.0,0.0,80.0,83.0,28.0,123.0,56.0,13.0,846.0,15.0,10.0,262.0,15.0,140.0,12.0,6.0,9.0,7.0,4.0,2.0,61.0,10.0,94.0,20.0,250.0,2.0,359.0,17.0,1.0,316.0,19.0,168.0,6.0,53.0,47.0,85.0,211.0,757.0,39.0,322.0,123.0,316.0,15.0,3.0,24.0,11.0,96.0,11.0,170.0,28.0,176.0,66.0,35.0,32.0,26.0,13.0,23.0,24.0,26.0,41.0,13.0,138.0,18.0,151.0,0.0,52.0,77.0,33.0,8.0,15.0,0.0,56.0,14.0,6.0,19.0,2.0,36.0,6.0,30.0,158.0,40.0,11.0,29.0,41.0,15.0,18.0,683.0,94.0,2019-7-1
50.0,9.0,0.0,121.0,12.0,2.0,130.0,17.0,569.0,63.0,227.0,99.0,122.0,0.0,80.0,85.0,28.0,124.0,56.0,13.0,853.0,15.0,10.0,269.0,15.0,140.0,12.0,6.0,10.0,7.0,4.0,2.0,66.0,11.0,95.0,20.0,259.0,2.0,360.0,17.0,1.0,316.0,20.0,168.0,6.0,53.0,48.0,85.0,211.0,757.0,39.0,324.0,123.0,324.0,16.0,3.0,24.0,11.0,97.0,12.0,171.0,28.0,178.0,68.0,35.0,34.0,28.0,13.0,23.0,24.0,26.0,41.0,13.0,138.0,18.0,152.0,0.0,52.0,81.0,33.0,8.0,15.0,0.0,56.0,15.0,6.0,19.0,2.0,36.0,6.0,30.0,165.0,43.0,11.0,30.0,41.0,15.0,18.0,690.0,94.0,2019-8-1
50.0,9.0,0.0,123.0,13.0,2.0,134.0,17.0,585.0,64.0,227.0,100.0,125.0,0.0,80.0,87.0,28.0,127.0,59.0,13.0,863.0,15.0,10.0,276.0,15.0,142.0,12.0,6.0,10.0,7.0,4.0,2.0,66.0,11.0,100.0,20.0,265.0,2.0,366.0,17.0,1.0,316.0,21.0,168.0,6.0,53.0,48.0,85.0,213.0,765.0,39.0,329.0,124.0,328.0,16.0,3.0,24.0,11.0,97.0,12.0,174.0,28.0,180.0,68.0,35.0,35.0,29.0,13.0,24.0,24.0,26.0,41.0,13.0,139.0,18.0,155.0,0.0,52.0,81.0,33.0,8.0,15.0,0.0,56.0,15.0,6.0,19.0,2.0,36.0,6.0,31.0,169.0,44.0,11.0,30.0,41.0,15.0,18.0,694.0,95.0,2019-9-1
50.0,9.0,0.0,124.0,13.0,2.0,136.0,17.0,591.0,64.0,234.0,101.0,126.0,0.0,81.0,88.0,28.0,129.0,59.0,13.0,875.0,15.0,10.0,285.0,16.0,144.0,12.0,6.0,10.0,7.0,4.0,2.0,68.0,11.0,104.0,21.0,276.0,2.0,368.0,17.0,1.0,318.0,22.0,174.0,7.0,54.0,50.0,85.0,216.0,774.0,39.0,334.0,124.0,333.0,16.0,3.0,24.0,11.0,99.0,12.0,180.0,28.0,182.0,69.0,35.0,37.0,29.0,13.0,24.0,24.0,28.0,41.0,13.0,139.0,19.0,156.0,0.0,53.0,81.0,33.0,8.0,17.0,0.0,56.0,15.0,6.0,20.0,2.0,37.0,6.0,31.0,176.0,47.0,11.0,31.0,42.0,15.0,18.0,699.0,97.0,2019-10-1
51.0,10.0,0.0,124.0,13.0,2.0,138.0,18.0,597.0,64.0,235.0,103.0,128.0,0.0,84.0,88.0,28.0,129.0,59.0,13.0,890.0,15.0,10.0,294.0,16.0,144.0,12.0,6.0,10.0,7.0,4.0,2.0,70.0,11.0,106.0,21.0,285.0,2.0,374.0,17.0,1.0,320.0,22.0,176.0,7.0,54.0,50.0,85.0,218.0,781.0,39.0,336.0,125.0,336.0,16.0,3.0,24.0,11.0,101.0,12.0,182.0,28.0,184.0,71.0,35.0,37.0,30.0,14.0,25.0,24.0,29.0,41.0,13.0,139.0,19.0,156.0,0.0,55.0,82.0,35.0,8.0,18.0,0.0,58.0,15.0,6.0,21.0,2.0,38.0,6.0,32.0,179.0,51.0,11.0,31.0,44.0,15.0,18.0,702.0,100.0,2019-11-1
53.0,10.0,0.0,125.0,14.0,2.0,140.0,18.0,608.0,65.0,241.0,103.0,129.0,0.0,85.0,88.0,28.0,137.0,61.0,13.0,906.0,15.0,10.0,307.0,16.0,146.0,12.0,6.0,10.0,7.0,4.0,2.0,75.0,11.0,113.0,21.0,293.0,2.0,376.0,17.0,1.0,325.0,22.0,179.0,7.0,55.0,51.0,85.0,219.0,789.0,40.0,345.0,126.0,338.0,18.0,3.0,24.0,14.0,101.0,12.0,183.0,28.0,187.0,74.0,39.0,38.0,30.0,14.0,25.0,24.0,30.0,42.0,13.0,140.0,19.0,157.0,0.0,55.0,83.0,35.0,9.0,18.0,0.0,59.0,16.0,6.0,21.0,2.0,39.0,6.0,32.0,185.0,52.0,11.0,31.0,45.0,15.0,18.0,710.0,104.0,2019-12-1
54.0,10.0,0.0,126.0,14.0,2.0,141.0,18.0,616.0,66.0,248.0,104.0,131.0,0.0,86.0,89.0,28.0,140.0,62.0,13.0,917.0,15.0,10.0,321.0,16.0,147.0,12.0,7.0,10.0,7.0,4.0,2.0,78.0,11.0,113.0,22.0,296.0,2.0,384.0,17.0,2.0,325.0,23.0,184.0,7.0,56.0,51.0,85.0,221.0,797.0,40.0,348.0,127.0,344.0,20.0,3.0,24.0,14.0,101.0,12.0,184.0,28.0,189.0,74.0,39.0,38.0,30.0,15.0,26.0,24.0,31.0,42.0,14.0,141.0,19.0,158.0,0.0,56.0,83.0,35.0,10.0,18.0,0.0,60.0,16.0,6.0,22.0,2.0,39.0,6.0,32.0,186.0,54.0,11.0,31.0,45.0,15.0,18.0,718.0,108.0,2020-1-1
54.0,10.0,0.0,126.0,14.0,2.0,143.0,19.0,620.0,66.0,249.0,105.0,132.0,0.0,88.0,89.0,28.0,142.0,63.0,13.0,928.0,15.0,10.0,333.0,17.0,148.0,12.0,7.0,10.0,7.0,4.0,2.0,81.0,11.0,114.0,23.0,304.0,2.0,389.0,17.0,2.0,327.0,24.0,187.0,7.0,57.0,52.0,85.0,221.0,804.0,40.0,355.0,127.0,347.0,21.0,3.0,24.0,14.0,101.0,12.0,184.0,28.0,189.0,76.0,39.0,43.0,31.0,16.0,26.0,25.0,33.0,43.0,15.0,141.0,20.0,158.0,0.0,57.0,84.0,35.0,10.0,18.0,0.0,62.0,16.0,6.0,22.0,2.0,39.0,6.0,32.0,190.0,54.0,11.0,31.0,46.0,15.0,18.0,721.0,113.0,2020-2-1
55.0,10.0,0.0,127.0,14.0,2.0,146.0,19.0,630.0,66.0,249.0,109.0,135.0,0.0,89.0,89.0,28.0,147.0,63.0,13.0,937.0,15.0,11.0,347.0,17.0,149.0,12.0,7.0,10.0,8.0,4.0,2.0,83.0,11.0,118.0,24.0,308.0,2.0,392.0,17.0,2.0,330.0,25.0,189.0,7.0,57.0,53.0,85.0,223.0,806.0,40.0,358.0,128.0,350.0,21.0,3.0,24.0,16.0,101.0,12.0,188.0,28.0,194.0,77.0,39.0,44.0,32.0,16.0,26.0,25.0,33.0,43.0,15.0,141.0,20.0,158.0,0.0,61.0,84.0,35.0,10.0,18.0,0.0,64.0,17.0,6.0,23.0,2.0,39.0,6.0,35.0,194.0,54.0,11.0,31.0,46.0,15.0,19.0,725.0,117.0,2020-3-1
